,ID,Genre,Senior,Enfants,Anciennete,Multi-lignes,Service Internet,Autres Services,Partenaire,Contrat,Facturation electronique,Mode de paiement,charges mensuelles,Charges totales,target
"2662,3109,Femme,0,Oui,43,Non,Fibre optique,Oui,Non,Annuel,Oui,Carte bancaire,106,""4532,3"",Non"
"5129,6034,Homme,1,Non,25,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""88,95"",""2291,2"",Oui"
"1525,1795,Femme,0,Oui,71,Oui,DSL,Oui,Oui,Bisannuel,Non,Cheque papier,""91,05"",""6293,75"",Non"
"2365,2766,Homme,0,Non,13,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""70,15"",""931,75"",Non"
"3052,3580,Homme,0,Oui,40,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""81,2"",""3292,3"",Non"
"4005,4708,Homme,0,Oui,49,Oui,Fibre optique,Oui,Non,Annuel,Oui,Carte bancaire,""109,2"",""5290,45"",Non"
"2340,2740,Femme,0,Non,61,Oui,Fibre optique,Oui,Oui,Annuel,Non,Virement bancaire,""101,15"",""6383,9"",Non"
"374,438,Homme,0,Oui,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,""114,05"",""8468,2"",Non"
"5419,6375,Femme,0,Oui,72,Non,Non,Oui,Oui,Bisannuel,Oui,Cheque papier,""20,7"",""1482,3"",Non"
"5139,6046,Femme,0,Oui,38,Non,Non,Oui,Oui,Annuel,Non,Carte bancaire,""19,6"",""763,1"",Non"
"939,1107,Femme,0,Non,63,Oui,Fibre optique,Oui,Non,Bisannuel,Non,Virement bancaire,""97,45"",6253,Non"
"5730,6746,Femme,0,Non,54,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""100,1"",""5440,9"",Oui"
"2147,2521,Femme,0,Oui,34,Non,DSL,Oui,Oui,Bisannuel,Non,Cheque papier,""84,75"",""2839,45"",Non"
"3591,4211,Femme,1,Oui,61,Oui,DSL,Oui,Oui,Annuel,Oui,Cheque electronique,""65,2"",""3965,05"",Non"
"5430,6388,Femme,0,Non,35,Non,DSL,Oui,Oui,Mensuel,Non,Cheque electronique,""56,85"",""1861,1"",Non"
"5028,5912,Homme,0,Non,7,Non,DSL,Non,Oui,Mensuel,Non,Cheque papier,""34,2"",""256,6"",Non"
"3623,4247,Homme,0,Oui,68,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Cheque electronique,""110,2"",""7467,5"",Non"
"529,617,Homme,0,Non,8,Non,DSL,Non,Non,Mensuel,Oui,Carte bancaire,""25,25"",""186,3"",Non"
"3714,4359,Homme,0,Oui,13,Non,DSL,Oui,Oui,Annuel,Oui,Cheque electronique,""64,75"",""877,35"",Non"
"1269,1503,Homme,0,Non,49,Oui,DSL,Oui,Oui,Annuel,Oui,Cheque electronique,""55,35"",""2633,95"",Non"
"1394,1641,Femme,0,Oui,7,Non,Non,Oui,Oui,Annuel,Non,Cheque papier,""20,65"",""134,05"",Non"
"4009,4716,Femme,0,Non,64,Oui,DSL,Oui,Non,Bisannuel,Oui,Carte bancaire,""86,4"",""5442,05"",Non"
"1797,2113,Femme,0,Non,33,Oui,DSL,Oui,Non,Annuel,Non,Cheque electronique,""59,4"",""1952,8"",Non"
"2979,3498,Femme,1,Non,2,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""69,3"",""153,8"",Non"
"1441,1699,Homme,0,Oui,71,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Cheque electronique,""84,8"",""6152,4"",Non"
"4473,5257,Homme,0,Oui,52,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Virement bancaire,""96,25"",""4990,25"",Oui"
"5835,6868,Homme,0,Non,67,Non,Non,Oui,Non,Bisannuel,Non,Virement bancaire,""19,95"",""1311,75"",Non"
"3811,4474,Femme,1,Non,26,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,""98,1"",""2510,7"",Non"
"1273,1508,Homme,0,Non,54,Non,Non,Oui,Non,Bisannuel,Non,Carte bancaire,""19,65"",""1008,7"",Non"
"1712,2018,Homme,0,Non,38,Non,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,""20,4"",""743,5"",Non"
"955,1125,Homme,0,Non,12,Non,DSL,Oui,Non,Mensuel,Oui,Virement bancaire,""49,05"",""593,05"",Non"
"4661,5475,Femme,0,Non,1,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""84,6"",""84,6"",Non"
"4782,5624,Homme,0,Non,40,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,""51,1"",""2092,9"",Non"
"5288,6213,Homme,0,Non,15,Non,DSL,Non,Non,Annuel,Non,Cheque electronique,""50,75"",""688,2"",Non"
"403,471,Femme,1,Non,17,Non,Non,Oui,Non,Annuel,Non,Cheque papier,""20,65"",""330,6"",Non"
"2071,2431,Homme,0,Non,30,Non,DSL,Oui,Non,Bisannuel,Oui,Cheque papier,""55,65"",""1653,85"",Non"
"5688,6696,Femme,0,Oui,71,Oui,DSL,Oui,Oui,Bisannuel,Non,Cheque papier,""71,1"",""5224,95"",Non"
"1977,2323,Femme,0,Oui,49,Non,Non,Oui,Non,Bisannuel,Non,Carte bancaire,""20,45"",""1024,65"",Non"
"158,184,Homme,0,Oui,33,Non,DSL,Oui,Oui,Annuel,Non,Carte bancaire,""74,75"",""2453,3"",Non"
"3888,4566,Femme,0,Non,71,Non,DSL,Non,Oui,Annuel,Non,Virement bancaire,""66,8"",""4689,15"",Non"
"902,1065,Femme,0,Non,14,Non,DSL,Oui,Non,Annuel,Non,Cheque papier,""55,7"",""795,15"",Non"
"352,416,Femme,0,Oui,16,Non,Fibre optique,Oui,Oui,Mensuel,Non,Virement bancaire,""73,25"",""1195,75"",Non"
"4130,4854,Femme,0,Non,53,Non,Fibre optique,Oui,Non,Annuel,Oui,Carte bancaire,""94,45"",""5042,75"",Non"
"754,892,Homme,0,Oui,50,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,""103,85"",""5017,9"",Oui"
"2971,3488,Femme,0,Oui,52,Non,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,""20,1"",""1078,75"",Non"
"5956,7008,Homme,1,Non,72,Non,DSL,Non,Oui,Bisannuel,Oui,Virement bancaire,""63,1"",""4685,55"",Non"
"2920,3422,Femme,0,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Virement bancaire,97,""7104,2"",Non"
"311,366,Homme,0,Non,5,Non,Fibre optique,Oui,Non,Mensuel,Non,Virement bancaire,""96,5"",""492,55"",Oui"
"661,778,Homme,0,Non,2,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,82,""184,65"",Oui"
"1989,2335,Homme,1,Non,16,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,""85,05"",""1391,15"",Non"
"3665,4299,Homme,0,Non,10,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,46,""492,1"",Non"
"306,361,Homme,0,Oui,5,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,""20,2"",""83,75"",Non"
"2335,2735,Homme,0,Non,11,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,""20,25"",208,Non"
"2356,2757,Femme,0,Non,1,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,""20,95"",""20,95"",Oui"
"3702,4343,Femme,1,Non,52,Oui,DSL,Oui,Non,Bisannuel,Non,Virement bancaire,""59,85"",""3103,25"",Non"
"3804,4463,Femme,0,Non,16,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""88,45"",""1422,1"",Oui"
"1927,2269,Femme,0,Non,40,Non,Non,Oui,Non,Bisannuel,Oui,Virement bancaire,""20,6"",""827,3"",Non"
"3427,4019,Femme,0,Oui,7,Non,DSL,Oui,Oui,Annuel,Non,Cheque electronique,""69,45"",""477,05"",Non"
"749,887,Femme,1,Non,7,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""84,35"",""609,65"",Non"
"3638,4266,Homme,1,Non,66,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,""100,05"",""6871,9"",Oui"
"4351,5115,Femme,1,Non,50,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""83,4"",""4113,7"",Non"
"1266,1500,Homme,1,Non,64,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""94,25"",""6081,4"",Non"
"4539,5331,Homme,1,Non,10,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque papier,""92,5"",""934,1"",Oui"
"5286,6210,Homme,0,Non,29,Non,DSL,Non,Non,Annuel,Oui,Cheque papier,""24,85"",""788,05"",Non"
"3595,4215,Homme,0,Non,4,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""90,05"",""368,1"",Oui"
"2134,2507,Femme,1,Non,72,Oui,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,""24,3"",""1778,7"",Non"
"4109,4828,Femme,0,Oui,16,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,81,""1312,15"",Oui"
"514,600,Homme,0,Non,65,Non,Non,Oui,Oui,Bisannuel,Oui,Carte bancaire,""20,4"",""1414,45"",Non"
"5348,6285,Femme,0,Non,23,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""93,5"",""2341,55"",Non"
"409,477,Homme,1,Oui,35,Non,DSL,Oui,Oui,Mensuel,Oui,Cheque electronique,""76,05"",""2747,2"",Non"
"4463,5246,Femme,0,Oui,70,Non,Non,Oui,Oui,Bisannuel,Oui,Carte bancaire,""20,15"",""1411,2"",Non"
"5961,7014,Femme,0,Non,40,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,""93,4"",""3756,4"",Non"
"5916,6958,Homme,0,Non,9,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,""86,25"",""770,5"",Non"
"5180,6091,Homme,0,Oui,68,Non,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,""103,25"",""7074,4"",Non"
"207,247,Homme,0,Non,41,Oui,DSL,Oui,Non,Annuel,Non,Cheque papier,65,""2531,8"",Non"
"458,532,Homme,0,Oui,70,Non,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,""20,05"",""1360,25"",Non"
"2054,2410,Homme,0,Oui,28,Non,DSL,Non,Oui,Annuel,Oui,Carte bancaire,60,""1682,05"",Non"
"2430,2840,Femme,0,Oui,41,Non,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,""19,3"",""772,4"",Non"
"250,294,Femme,1,Non,6,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""89,35"",""567,8"",Non"
"5106,6003,Homme,0,Non,6,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""82,85"",""460,25"",Oui"
"1107,1311,Femme,0,Non,34,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""97,65"",""3207,55"",Oui"
"5354,6292,Femme,0,Non,59,Oui,DSL,Oui,Non,Annuel,Non,Carte bancaire,""79,85"",""4786,1"",Non"
"1713,2019,Femme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,""45,3"",""45,3"",Oui"
"3911,4598,Femme,0,Non,6,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,""99,95"",""547,65"",Oui"
"715,843,Femme,0,Oui,12,Non,Non,Oui,Oui,Annuel,Non,Virement bancaire,""19,8"",""229,6"",Oui"
"552,641,Homme,0,Oui,68,Oui,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,""25,4"",""1620,2"",Non"
"1439,1697,Homme,0,Non,3,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""85,3"",""264,8"",Oui"
"2270,2661,Homme,0,Oui,13,Non,DSL,Oui,Non,Mensuel,Oui,Carte bancaire,""52,1"",""670,65"",Non"
"3144,3689,Femme,0,Non,41,Oui,Fibre optique,Oui,Non,Mensuel,Non,Virement bancaire,""98,05"",""3990,6"",Non"
"5717,6731,Homme,0,Oui,15,Non,Non,Oui,Oui,Annuel,Non,Cheque papier,""19,65"",""332,65"",Non"
"1925,2267,Homme,1,Non,52,Non,Fibre optique,Oui,Oui,Annuel,Oui,Virement bancaire,""104,45"",""5481,25"",Non"
"634,747,Homme,1,Oui,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Virement bancaire,""114,95"",""8196,4"",Non"
"316,373,Homme,0,Oui,24,Non,DSL,Non,Non,Bisannuel,Non,Cheque papier,""35,75"",""830,8"",Non"
"5623,6615,Homme,0,Oui,71,Non,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,""19,7"",""1301,1"",Non"
"427,498,Femme,0,Non,70,Non,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,""19,8"",""1397,65"",Non"
"4441,5219,Homme,0,Oui,0,Non,Non,Oui,Oui,Annuel,Oui,Cheque papier,""19,7"",,Non"
"105,118,Femme,0,Oui,10,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""100,25"",""1064,65"",Oui"
"3041,3567,Femme,0,Oui,53,Oui,DSL,Oui,Non,Annuel,Oui,Cheque electronique,""84,6"",""4449,75"",Non"
"4238,4980,Femme,0,Oui,56,Oui,Non,Oui,Oui,Bisannuel,Oui,Cheque papier,""24,45"",""1385,85"",Non"
"2169,2545,Femme,0,Non,12,Oui,DSL,Oui,Oui,Annuel,Non,Cheque electronique,""78,85"",""876,75"",Non"
"1709,2015,Homme,0,Oui,13,Non,DSL,Oui,Oui,Mensuel,Non,Virement bancaire,""61,8"",""750,1"",Non"
"89,99,Homme,0,Non,52,Non,Non,Oui,Non,Bisannuel,Non,Virement bancaire,21,""1107,2"",Non"
"2241,2625,Homme,0,Oui,17,Oui,DSL,Oui,Oui,Mensuel,Oui,Cheque papier,""66,7"",""1077,05"",Non"
"3174,3727,Homme,0,Non,16,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,""89,05"",""1448,6"",Oui"
"4466,5249,Femme,0,Non,12,Non,Non,Oui,Oui,Bisannuel,Oui,Cheque electronique,""20,05"",""264,55"",Non"
"1949,2293,Femme,0,Oui,54,Oui,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,""91,3"",4965,Non"
"4044,4754,Femme,0,Oui,4,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,""80,85"",""302,75"",Oui"
"2848,3338,Femme,0,Non,7,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""75,35"",""564,65"",Non"
"1,2,Homme,0,Non,34,Non,DSL,Oui,Non,Annuel,Non,Cheque papier,""56,95"",""1889,5"",Non"
"4337,5099,Homme,1,Non,3,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,77,""237,75"",Oui"
"935,1102,Femme,0,Oui,20,Non,Non,Oui,Oui,Mensuel,Non,Cheque electronique,20,""417,65"",Non"
"5120,6022,Femme,0,Oui,13,Non,Non,Oui,Oui,Mensuel,Oui,Cheque papier,""20,45"",""254,5"",Non"
"2720,3183,Femme,0,Non,45,Non,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,""95,2"",""4285,8"",Non"
"591,693,Homme,0,Oui,47,Non,Non,Oui,Non,Annuel,Non,Carte bancaire,""20,55"",""1013,05"",Non"
"5283,6207,Homme,0,Non,52,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,""95,65"",""5088,4"",Non"
"2936,3446,Femme,0,Non,46,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,""103,15"",""4594,65"",Non"
"2448,2859,Femme,0,Non,10,Non,Non,Oui,Oui,Mensuel,Oui,Cheque papier,""20,55"",""252,75"",Non"
"1576,1857,Femme,1,Non,38,Non,DSL,Oui,Non,Mensuel,Oui,Carte bancaire,""57,15"",""2250,65"",Oui"
4991,5869,Femme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,44,44,Non
"213,253,Homme,1,Non,1,Non,DSL,Non,Oui,Mensuel,Non,Cheque electronique,""40,2"",""40,2"",Oui"
"778,919,Femme,0,Non,26,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""80,7"",2193,Non"
"3496,4101,Homme,0,Non,50,Non,Non,Oui,Oui,Bisannuel,Non,Cheque electronique,""19,8"",""1013,2"",Non"
"4693,5517,Homme,0,Non,4,Oui,DSL,Oui,Non,Mensuel,Non,Carte bancaire,""51,75"",""201,1"",Oui"
"2043,2398,Homme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""88,35"",""88,35"",Oui"
"5425,6382,Homme,0,Oui,1,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,""19,55"",""19,55"",Non"
"1567,1846,Homme,0,Non,69,Non,DSL,Non,Non,Annuel,Oui,Virement bancaire,""35,75"",""2492,25"",Non"
165,192,Homme,0,Non,6,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,91,531,Oui
"3566,4182,Femme,0,Non,62,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""101,35"",""6164,7"",Non"
"4578,5375,Femme,0,Non,10,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""74,75"",""799,65"",Oui"
"2013,2362,Femme,0,Oui,1,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,""45,95"",""45,95"",Oui"
"273,321,Femme,1,Non,54,Oui,DSL,Oui,Non,Annuel,Non,Virement bancaire,""82,45"",""4350,1"",Oui"
"3860,4529,Femme,0,Non,44,Non,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,""88,15"",""3973,2"",Non"
"4167,4896,Femme,1,Non,44,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""85,15"",""3670,5"",Non"
"4776,5618,Homme,0,Non,2,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,""20,75"",""44,2"",Non"
"3788,4444,Femme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,""44,75"",""44,75"",Non"
"394,462,Femme,0,Non,24,Non,DSL,Oui,Oui,Mensuel,Oui,Virement bancaire,""69,45"",""1614,05"",Non"
"583,685,Femme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque papier,""71,1"",""71,1"",Non"
"5966,7019,Homme,0,Oui,1,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque papier,""70,65"",""70,65"",Oui"
"5551,6533,Femme,1,Non,18,Non,Non,Oui,Non,Annuel,Non,Virement bancaire,""20,35"",""369,6"",Non"
"5798,6823,Homme,1,Non,32,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,""80,3"",""2483,05"",Oui"
"520,607,Homme,0,Oui,38,Non,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,81,""3084,9"",Non"
"1763,2075,Femme,1,Non,43,Non,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,""108,15"",""4600,7"",Oui"
"1875,2203,Homme,1,Non,7,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque papier,""70,1"",""467,55"",Oui"
"3965,4664,Femme,1,Non,4,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""74,9"",""321,75"",Oui"
"3344,3922,Femme,0,Non,24,Oui,DSL,Oui,Oui,Mensuel,Non,Cheque papier,""66,3"",""1559,45"",Non"
"2253,2638,Femme,0,Oui,36,Non,DSL,Non,Oui,Bisannuel,Non,Carte bancaire,""40,65"",""1547,35"",Non"
"3224,3786,Homme,1,Non,10,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""89,8"",""914,3"",Oui"
"526,613,Homme,0,Oui,66,Non,Non,Oui,Non,Bisannuel,Non,Cheque papier,""20,55"",""1357,1"",Non"
"2946,3459,Femme,0,Non,26,Non,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,""88,8"",""2274,35"",Oui"
"3899,4581,Femme,0,Non,71,Non,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,""19,1"",""1372,45"",Non"
"692,816,Femme,0,Non,25,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,""84,6"",""2088,05"",Non"
"5661,6664,Femme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,""54,65"",""54,65"",Non"
"3633,4261,Homme,0,Oui,42,Non,DSL,Oui,Oui,Annuel,Non,Cheque electronique,""73,15"",""3088,25"",Non"
"1050,1241,Homme,0,Non,25,Non,Non,Oui,Non,Mensuel,Oui,Cheque papier,""20,15"",""536,35"",Non"
"590,692,Homme,0,Oui,31,Oui,DSL,Oui,Oui,Annuel,Oui,Virement bancaire,""75,25"",""2344,5"",Non"
"519,606,Homme,0,Non,72,Oui,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,""86,65"",""6094,25"",Non"
"3380,3965,Femme,0,Oui,68,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Carte bancaire,""111,75"",""7511,3"",Non"
"3676,4315,Homme,1,Non,24,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""101,25"",""2440,15"",Oui"
"5349,6286,Homme,0,Non,26,Non,DSL,Non,Non,Annuel,Non,Carte bancaire,""54,55"",""1362,85"",Non"
"1607,1894,Homme,0,Oui,16,Oui,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,""69,1"",""1083,7"",Non"
"3610,4231,Homme,0,Non,11,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""73,5"",""791,75"",Oui"
"5714,6727,Femme,1,Non,2,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,""70,75"",""154,85"",Oui"
"1809,2127,Homme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,""44,45"",""44,45"",Non"
"791,932,Homme,0,Non,33,Non,Fibre optique,Oui,Non,Bisannuel,Non,Virement bancaire,""80,6"",""2651,1"",Non"
"792,933,Homme,0,Non,72,Non,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,""19,3"",""1304,8"",Non"
"4914,5782,Femme,0,Non,27,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""89,2"",""2383,6"",Non"
"1855,2181,Homme,1,Non,71,Non,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,""95,5"",""6707,15"",Non"
"1980,2326,Femme,0,Oui,4,Non,Non,Oui,Oui,Mensuel,Oui,Cheque electronique,""19,95"",""82,9"",Non"
"3233,3797,Femme,0,Non,15,Oui,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,""49,1"",""679,55"",Oui"
"3598,4218,Homme,1,Non,14,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""75,1"",""1013,35"",Non"
"933,1100,Homme,0,Oui,5,Oui,DSL,Oui,Oui,Mensuel,Oui,Cheque papier,""55,7"",""259,4"",Non"
"3963,4662,Femme,0,Oui,70,Oui,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,89,""6293,2"",Non"
"5559,6541,Femme,0,Non,34,Non,DSL,Oui,Non,Annuel,Non,Cheque electronique,""64,35"",""2053,05"",Non"
"4179,4910,Homme,0,Non,51,Non,DSL,Oui,Oui,Bisannuel,Oui,Carte bancaire,""83,85"",""4307,1"",Non"
"4026,4734,Homme,0,Non,12,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""84,6"",""959,9"",Non"
"4116,4835,Homme,0,Oui,67,Oui,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,""24,65"",""1620,45"",Non"
"988,1166,Homme,0,Non,25,Non,Non,Oui,Non,Annuel,Non,Carte bancaire,""19,9"",""510,8"",Non"
"4614,5418,Homme,0,Oui,14,Non,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,""61,4"",""815,55"",Non"
"3453,4050,Femme,1,Non,46,Oui,Fibre optique,Oui,Oui,Annuel,Non,Cheque electronique,""100,25"",""4753,85"",Non"
"5464,6427,Femme,0,Non,41,Non,DSL,Oui,Non,Annuel,Non,Virement bancaire,""50,05"",""2029,05"",Non"
"3778,4433,Homme,0,Non,37,Non,DSL,Non,Non,Bisannuel,Oui,Cheque papier,""40,55"",""1390,85"",Non"
"5604,6593,Homme,0,Non,26,Non,DSL,Oui,Non,Annuel,Non,Carte bancaire,""59,45"",1507,Non"
"3093,3625,Femme,1,Oui,62,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,""96,1"",""6019,35"",Non"
"3155,3704,Homme,0,Oui,9,Non,Non,Oui,Non,Annuel,Non,Cheque papier,""20,1"",""190,25"",Non"
"3201,3760,Homme,0,Non,7,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,""89,35"",""631,85"",Oui"
"4826,5677,Homme,0,Oui,1,Non,Non,Oui,Oui,Mensuel,Non,Cheque electronique,""19,75"",""19,75"",Non"
"1098,1298,Femme,0,Non,5,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,""75,6"",""402,5"",Non"
"4966,5839,Homme,0,Oui,53,Oui,DSL,Oui,Oui,Mensuel,Non,Cheque electronique,""71,85"",""3827,9"",Non"
"2844,3334,Homme,0,Oui,12,Non,Non,Oui,Non,Bisannuel,Non,Virement bancaire,""19,35"",""212,3"",Non"
"886,1047,Femme,0,Non,52,Oui,DSL,Oui,Non,Annuel,Non,Carte bancaire,74,""3877,65"",Non"
"5904,6944,Femme,0,Oui,1,Non,DSL,Non,Oui,Mensuel,Non,Virement bancaire,""30,5"",""30,5"",Oui"
"4639,5450,Homme,0,Oui,67,Non,Fibre optique,Oui,Oui,Bisannuel,Non,Virement bancaire,""103,15"",""6895,5"",Non"
"515,601,Homme,0,Non,16,Non,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,""74,55"",""1170,5"",Non"
"5522,6499,Femme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""82,3"",""82,3"",Oui"
"1453,1713,Femme,0,Non,29,Oui,DSL,Oui,Non,Annuel,Oui,Cheque electronique,""55,25"",""1620,2"",Non"
"3553,4169,Homme,0,Non,61,Non,DSL,Non,Oui,Bisannuel,Oui,Cheque papier,""62,15"",""3778,85"",Non"
"3609,4230,Femme,1,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,""115,75"",""8443,7"",Non"
"2506,2927,Femme,0,Non,69,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Cheque electronique,116,""8182,85"",Non"
"2994,3515,Homme,0,Oui,60,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Cheque electronique,""110,6"",""6586,85"",Non"
"3999,4701,Femme,0,Non,2,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,""45,85"",""105,6"",Non"
"5910,6951,Femme,0,Oui,5,Non,DSL,Oui,Oui,Mensuel,Oui,Cheque papier,""49,4"",""232,55"",Non"
"906,1070,Homme,1,Non,20,Non,DSL,Oui,Non,Annuel,Non,Cheque papier,54,""1055,9"",Non"
"28,33,Femme,0,Oui,27,Non,DSL,Oui,Oui,Annuel,Non,Cheque papier,""66,15"",""1874,45"",Non"
"2507,2928,Homme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""69,9"",""69,9"",Non"
"2428,2837,Homme,0,Non,49,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,""98,7"",""4920,55"",Non"
"762,901,Femme,0,Non,2,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,""19,5"",""27,55"",Non"
