Genre,Senior,Enfants,Anciennete,Multi_lignes,Service_Internet,Autres_Services,Partenaire,Contrat,Facturation_electronique,Mode_de_paiement,charges_mensuelles,Charges_totales,target
Femme,0,Non,70,Non,DSL,Oui,Non,Bisannuel,Non,Virement bancaire,79.6,5589.45,Non
Homme,0,Oui,72,Non,Non,Oui,Oui,Bisannuel,Non,Cheque electronique,20.55,1432.55,Non
Homme,0,Non,1,Non,DSL,Non,Non,Mensuel,Non,Cheque electronique,35.9,35.9,Oui
Femme,0,Non,1,Non,DSL,Non,Non,Mensuel,Non,Cheque papier,24.4,24.4,Non
Femme,0,Non,20,Non,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,89.4,1871.15,Non
Femme,0,Non,13,Non,DSL,Non,Oui,Mensuel,Oui,Virement bancaire,48.75,633.4,Oui
Femme,0,Non,17,Non,Non,Oui,Non,Annuel,Non,Virement bancaire,19.9,323.15,Non
Homme,1,Non,72,Oui,DSL,Oui,Oui,Bisannuel,Oui,Carte bancaire,84.1,5981.65,Non
Homme,0,Oui,9,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,103.1,970.45,Non
Femme,0,Non,24,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,75.4,1747.85,Oui
Homme,0,Non,12,Non,Fibre optique,Oui,Non,Mensuel,Non,Virement bancaire,81.7,858.6,Oui
Homme,0,Non,10,Oui,Non,Oui,Non,Mensuel,Oui,Cheque electronique,24,226.55,Non
Homme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,45.55,45.55,Non
Homme,0,Oui,54,Non,DSL,Non,Oui,Bisannuel,Non,Carte bancaire,46,2424.05,Non
Homme,1,Non,1,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,74.3,74.3,Non
Femme,1,Non,14,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,74.3,1096.25,Oui
Homme,0,Oui,20,Non,DSL,Oui,Oui,Mensuel,Oui,Cheque electronique,49.6,939.8,Non
Femme,0,Non,1,Non,DSL,Non,Non,Mensuel,Non,Cheque electronique,25.25,25.25,Non
Femme,0,Non,3,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,75,25.242,Oui
Homme,0,Non,46,Non,Non,Oui,Oui,Mensuel,Non,Cheque electronique,19.6,851.2,Non
Homme,1,Oui,66,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,99.5,6822.15,Oui
Homme,1,Non,7,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,95.6,644.35,Oui
Homme,0,Non,66,Non,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,85.9,5595.3,Non
Homme,0,Oui,4,Non,DSL,Oui,Oui,Mensuel,Non,Cheque papier,45.25,155.35,Non
Femme,0,Oui,12,Non,Non,Oui,Oui,Mensuel,Non,Cheque papier,19,233.55,Oui
Femme,0,Oui,1,Non,DSL,Oui,Oui,Mensuel,Oui,Virement bancaire,44.35,44.35,Oui
Femme,0,Oui,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Virement bancaire,113.1,8248.5,Non
Femme,0,Non,49,Non,Fibre optique,Oui,Non,Bisannuel,Non,Carte bancaire,100.65,4917.75,Non
Femme,0,Non,55,Oui,DSL,Oui,Oui,Annuel,Oui,Cheque electronique,90.15,4916.95,Non
Homme,0,Oui,1,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,20.75,20.75,Non
Femme,0,Non,1,Oui,Non,Oui,Non,Mensuel,Oui,Cheque electronique,25.7,25.7,Non
Homme,0,Non,52,Non,Non,Oui,Non,Bisannuel,Non,Cheque papier,19.65,1025.05,Non
Femme,0,Non,1,Non,DSL,Non,Non,Mensuel,Non,Cheque papier,35.05,35.05,Oui
Homme,0,Non,59,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Cheque electronique,113.75,6561.25,Non
Femme,0,Non,62,Non,DSL,Oui,Oui,Bisannuel,Oui,Carte bancaire,72,4284.2,Non
Homme,0,Oui,67,Non,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,54.2,3838.2,Non
Homme,0,Non,56,Non,DSL,Oui,Non,Bisannuel,Oui,Carte bancaire,81.8,4534.45,Non
Homme,1,Oui,26,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,105.75,2710.25,Oui
Homme,0,Non,4,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,44.55,220.75,Non
Femme,0,Non,34,Non,DSL,Oui,Oui,Mensuel,Non,Virement bancaire,50.2,1815.3,Non
Homme,0,Non,11,Non,DSL,Non,Non,Mensuel,Oui,Cheque electronique,35.65,425.1,Non
Femme,0,Non,40,Non,Non,Oui,Non,Bisannuel,Non,Carte bancaire,19.65,830.25,Non
Homme,0,Non,1,Non,Non,Oui,Non,Mensuel,Oui,Cheque papier,19.75,19.75,Non
Homme,0,Non,9,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,44,95.431,Oui
Femme,0,Non,2,Non,Non,Oui,Non,Mensuel,Non,Cheque electronique,19.9,57.4,Non
Femme,0,Oui,51,Non,DSL,Non,Non,Annuel,Non,Virement bancaire,60,15.3077,Non
Homme,1,Non,19,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,79.85,1471.75,Oui
Homme,0,Non,7,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,69.35,451.1,Oui
Homme,0,Non,65,Oui,Fibre optique,Oui,Non,Annuel,Oui,Carte bancaire,110,7138.65,Non
Femme,0,Oui,61,Oui,Non,Oui,Oui,Bisannuel,Oui,Cheque papier,24.2,1445.2,Non
Homme,1,Non,71,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,92,6585.2,Non
Homme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,45.6,45.6,Non
Homme,0,Oui,30,Oui,Non,Oui,Non,Annuel,Non,Virement bancaire,25.35,723.3,Non
Femme,0,Oui,3,Non,Non,Oui,Non,Annuel,Oui,Carte bancaire,20.55,57.4,Non
Femme,0,Oui,1,Non,Non,Oui,Oui,Mensuel,Non,Cheque papier,19.45,19.45,Oui
Homme,0,Oui,44,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,92.95,4122.9,Non
Homme,0,Non,19,Non,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,73.85,1424.5,Oui
Homme,0,Non,62,Oui,Non,Oui,Non,Bisannuel,Non,Virement bancaire,23.4,1429.65,Non
Femme,0,Oui,54,Non,Non,Oui,Oui,Bisannuel,Oui,Virement bancaire,20.35,1092.35,Non
Femme,0,Oui,12,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,105.3,1275.65,Non
Homme,1,Non,69,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,89.95,6143.15,Oui
Femme,0,Non,3,Non,DSL,Oui,Non,Bisannuel,Non,Cheque papier,71.1,213.35,Non
Femme,0,Oui,2,Non,DSL,Non,Oui,Mensuel,Oui,Cheque papier,30.25,63.75,Non
Homme,1,Non,9,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,100.5,918.6,Oui
Femme,1,Non,3,Non,DSL,Non,Non,Mensuel,Non,Cheque electronique,25.3,77.75,Oui
Femme,0,Oui,68,Non,Non,Oui,Oui,Bisannuel,Oui,Virement bancaire,19.35,1292.65,Non
Homme,0,Non,30,Non,DSL,Oui,Non,Annuel,Non,Cheque electronique,70.4,2044.75,Non
Femme,0,Non,1,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,79.55,79.55,Oui
Homme,0,Oui,63,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Virement bancaire,104.8,6597.25,Non
Femme,1,Non,1,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque papier,70.45,70.45,Oui
Homme,1,Non,7,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,75.4,533.05,Non
Femme,0,Non,15,Oui,DSL,Oui,Oui,Mensuel,Oui,Cheque electronique,51.1,711.15,Non
Femme,0,Oui,19,Oui,Non,Oui,Oui,Bisannuel,Non,Cheque papier,25.6,485.9,Non
Femme,1,Non,56,Oui,DSL,Oui,Non,Bisannuel,Non,Virement bancaire,73.25,4054.2,Non
Homme,0,Non,17,Non,DSL,Non,Oui,Mensuel,Non,Cheque papier,34.4,592.75,Non
Homme,0,Non,11,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,75.9,866.4,Non
Homme,1,Non,36,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,85.25,3132.75,Oui
Homme,0,Oui,25,Non,DSL,Oui,Oui,Mensuel,Non,Cheque electronique,54.3,1296.8,Non
Homme,0,Oui,46,Non,Non,Oui,Oui,Bisannuel,Oui,Cheque papier,20.1,936.85,Non
Femme,0,Oui,31,Non,Non,Oui,Oui,Mensuel,Oui,Cheque papier,19.55,658.95,Oui
Homme,0,Non,34,Oui,Non,Oui,Non,Bisannuel,Non,Virement bancaire,26.1,980.35,Non
Homme,0,Non,19,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque papier,89.95,1682.4,Non
Homme,1,Non,57,Oui,DSL,Oui,Non,Bisannuel,Oui,Virement bancaire,79.75,4438.2,Non
Femme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,69.5,69.5,Oui
Homme,1,Non,64,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Cheque electronique,102.1,6538.45,Non
Femme,0,Non,30,Non,DSL,Oui,Oui,Annuel,Non,Virement bancaire,70.25,2198.9,Non
Femme,0,Oui,53,Non,DSL,Oui,Oui,Annuel,Non,Carte bancaire,60,6.3297,Non
Femme,0,Oui,14,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,70.2,1046.5,Non
Femme,1,Non,2,Non,DSL,Non,Non,Mensuel,Non,Cheque electronique,24.35,41.85,Oui
Femme,0,Non,67,Non,Non,Oui,Non,Annuel,Non,Cheque electronique,20.55,1343.4,Non
Femme,0,Non,55,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,73.1,4144.9,Non
Femme,0,Oui,62,Oui,Non,Oui,Non,Bisannuel,Non,Virement bancaire,26,1638.7,Non
Homme,0,Non,23,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,99.25,2186.4,Oui
Femme,0,Non,48,Oui,DSL,Oui,Non,Annuel,Oui,Carte bancaire,83.45,3887.85,Non
Homme,0,Oui,72,Non,Non,Oui,Oui,Bisannuel,Non,Cheque electronique,20.35,1354.4,Non
Femme,1,Non,3,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,80.4,224.05,Oui
Femme,1,Non,56,Oui,Fibre optique,Oui,Non,Bisannuel,Oui,Virement bancaire,99.9,5706.3,Non
Femme,0,Oui,3,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,84.75,264.85,Oui
Femme,1,Non,71,Non,Fibre optique,Oui,Oui,Bisannuel,Oui,Cheque electronique,99.4,7168.25,Non
Homme,0,Non,72,Oui,DSL,Oui,Oui,Bisannuel,Non,Virement bancaire,85.95,6151.9,Non
Femme,0,Oui,36,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,97.35,3457.9,Oui
Homme,0,Non,40,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,101.3,4113.1,Oui
Femme,0,Non,41,Non,Non,Oui,Non,Bisannuel,Non,Cheque papier,20,810.3,Non
Homme,1,Non,20,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,98.55,1842.8,Oui
Homme,0,Oui,55,Non,Non,Oui,Non,Annuel,Non,Virement bancaire,19.1,1001.5,Non
Femme,1,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,78.45,78.45,Oui
Homme,1,Non,1,Non,DSL,Oui,Non,Mensuel,Non,Cheque electronique,45.2,45.2,Non
Homme,0,Non,65,Oui,DSL,Oui,Oui,Bisannuel,Non,Virement bancaire,76.15,4929.55,Non
Homme,0,Oui,1,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque papier,69.9,69.9,Oui
Homme,1,Non,34,Non,Fibre optique,Oui,Oui,Annuel,Non,Cheque papier,90.15,3128.8,Non
Homme,0,Non,34,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,105.35,3540.65,Non
Femme,0,Non,66,Oui,Fibre optique,Oui,Non,Annuel,Oui,Virement bancaire,88.9,6000.1,Non
Homme,0,Oui,25,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,95.9,2448.75,Oui
Femme,1,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Virement bancaire,114.85,8317.95,Non
Homme,0,Oui,72,Non,DSL,Non,Oui,Bisannuel,Non,Carte bancaire,38,5.2763,Non
Femme,0,Oui,48,Non,DSL,Oui,Oui,Annuel,Non,Virement bancaire,69.7,3023.65,Non
Femme,1,Non,8,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,105.5,829.55,Oui
Femme,0,Non,14,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,86.3,1180.95,Oui
Femme,0,Non,71,Non,DSL,Oui,Oui,Bisannuel,Oui,Carte bancaire,80.7,5705.05,Non
Femme,0,Non,24,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,104.15,2494.65,Non
Homme,1,Non,32,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,93.5,2970.8,Non
Homme,0,Oui,67,Non,Non,Oui,Oui,Bisannuel,Oui,Carte bancaire,19.4,1284.2,Non
Homme,0,Non,26,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,80.5,2088.8,Oui
Homme,0,Non,18,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,80.65,1451.9,Oui
Homme,0,Non,45,Non,Fibre optique,Oui,Non,Annuel,Non,Carte bancaire,112.2,5031.85,Non
Femme,0,Oui,10,Oui,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,26.1,225.55,Non
Homme,1,Non,49,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Carte bancaire,90.05,4547.25,Oui
Homme,0,Non,3,Non,DSL,Non,Non,Mensuel,Non,Cheque electronique,24.75,66.95,Oui
Homme,0,Non,1,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,20.2,20.2,Non
Homme,0,Non,56,Non,DSL,Oui,Non,Annuel,Oui,Virement bancaire,75.75,4284.65,Non
Homme,0,Non,2,Oui,DSL,Oui,Non,Mensuel,Non,Virement bancaire,62.05,118.3,Oui
Homme,0,Oui,56,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,96.95,5432.2,Non
Femme,1,Non,15,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,83.05,1258.3,Oui
Femme,0,Oui,3,Non,Non,Oui,Oui,Mensuel,Non,Cheque papier,19.3,54.7,Non
Homme,0,Non,24,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,49.7,1167.8,Non
Femme,0,Non,59,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,83.25,4949.1,Non
Homme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,69.6,69.6,Oui
Femme,0,Oui,72,Oui,DSL,Oui,Oui,Bisannuel,Non,Virement bancaire,80.85,5824.75,Non
Femme,0,Non,7,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,20.05,164.85,Oui
Femme,0,Non,4,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,45.3,196.95,Oui
Homme,0,Oui,54,Oui,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,63.35,3409.1,Non
Homme,0,Non,20,Non,DSL,Oui,Oui,Annuel,Oui,Cheque papier,64.15,1274.45,Non
Femme,0,Non,22,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,90,1993.8,Oui
Homme,0,Non,11,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,74.95,825.7,Oui
Femme,1,Non,16,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,96.15,1529.2,Oui
Homme,0,Non,7,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,85.2,602.55,Oui
Homme,0,Non,2,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,47.8,92.45,Oui
Femme,0,Oui,26,Non,Non,Oui,Oui,Mensuel,Oui,Carte bancaire,20.25,493.95,Non
Homme,0,Non,54,Non,Non,Oui,Non,Bisannuel,Non,Cheque papier,20,1149.65,Non
Femme,0,Non,47,Non,Non,Oui,Non,Bisannuel,Non,Carte bancaire,20.25,1029.8,Non
Femme,0,Non,32,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,101.35,3334.9,Non
Homme,1,Non,21,Non,DSL,Oui,Oui,Mensuel,Oui,Virement bancaire,64.95,1339.8,Non
Homme,0,Non,71,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Virement bancaire,113.15,7953.25,Non
Femme,1,Non,28,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,101.3,2812.2,Oui
Femme,0,Oui,0,Non,DSL,Non,Oui,Bisannuel,Non,Carte bancaire,56,05.,Non
Femme,1,Non,2,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,54.85,104.2,Oui
Femme,0,Oui,55,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,21,1210.3,Non
Femme,0,Non,3,Non,DSL,Oui,Non,Mensuel,Non,Cheque electronique,44.6,122.7,Non
Femme,0,Non,40,Oui,DSL,Oui,Oui,Mensuel,Non,Carte bancaire,56.6,2379.1,Non
Femme,0,Non,43,Non,DSL,Oui,Oui,Bisannuel,Oui,Cheque electronique,78.8,3460.3,Non
Femme,0,Non,54,Non,Non,Oui,Non,Bisannuel,Oui,Cheque papier,20.5,1035.7,Non
Homme,0,Non,25,Oui,DSL,Oui,Oui,Mensuel,Non,Carte bancaire,55.55,1405.3,Non
Homme,1,Oui,29,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,103.95,2964.8,Non
Femme,0,Non,6,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,90.1,521.3,Oui
Femme,0,Non,4,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,75.35,338.1,Oui
Homme,0,Oui,48,Oui,DSL,Oui,Non,Annuel,Oui,Carte bancaire,78.75,3682.45,Non
Femme,0,Oui,71,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,95.75,6849.4,Non
Homme,0,Non,1,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,75.3,75.3,Oui
Femme,0,Non,2,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,49.2,103.7,Non
Homme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,70.35,70.35,Non
Homme,0,Non,25,Non,Fibre optique,Oui,Non,Mensuel,Non,Virement bancaire,74.3,1952.25,Non
Homme,0,Oui,70,Non,DSL,Non,Oui,Annuel,Non,Cheque electronique,60.35,4138.7,Non
Femme,0,Oui,35,Non,DSL,Oui,Non,Annuel,Non,Carte bancaire,55.6,2016.45,Non
Femme,0,Non,71,Oui,Fibre optique,Oui,Oui,Annuel,Non,Cheque papier,95.65,6856.95,Non
Femme,0,Oui,27,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,19.9,550.1,Non
Homme,0,Oui,23,Non,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,19.6,426.65,Non
Homme,0,Non,70,Non,DSL,Non,Non,Bisannuel,Oui,Cheque papier,40.05,2799.75,Non
Femme,0,Non,12,Non,DSL,Oui,Oui,Mensuel,Non,Virement bancaire,54.2,690.5,Non
Homme,0,Non,72,Non,DSL,Non,Oui,Bisannuel,Oui,Cheque electronique,64.7,4746.05,Non
Homme,0,Non,32,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,98.85,3145.9,Non
Femme,0,Non,13,Non,DSL,Oui,Non,Annuel,Non,Cheque papier,55.15,742.9,Non
Homme,1,Non,46,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,101,4680.05,Oui
Femme,1,Non,38,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,74.95,2869.85,Oui
Homme,0,Oui,66,Oui,DSL,Oui,Oui,Bisannuel,Non,Virement bancaire,79.85,5234.95,Non
Homme,0,Non,15,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,76,1130.85,Oui
Homme,1,Non,27,Non,DSL,Non,Oui,Mensuel,Non,Virement bancaire,36,5.1032,Oui
Femme,1,Non,26,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,91.25,2351.8,Oui
Femme,0,Non,25,Non,Non,Oui,Non,Mensuel,Oui,Carte bancaire,19.2,532.1,Non
Femme,0,Non,71,Oui,Non,Oui,Oui,Bisannuel,Oui,Carte bancaire,24.4,1725.4,Non
Femme,0,Non,1,Non,Non,Oui,Oui,Mensuel,Oui,Cheque papier,20.65,20.65,Non
Femme,0,Oui,15,Non,Non,Oui,Oui,Mensuel,Non,Cheque papier,19.8,272.95,Non
Femme,0,Non,49,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,84.5,3906.7,Non
Femme,0,Non,17,Oui,Non,Oui,Non,Mensuel,Non,Cheque papier,24.8,475.25,Non
Homme,0,Non,34,Non,DSL,Non,Non,Mensuel,Oui,Virement bancaire,25.05,852.7,Non
Femme,0,Non,18,Non,DSL,Non,Non,Annuel,Oui,Cheque papier,40.2,711.95,Non
Femme,0,Oui,60,Non,Non,Oui,Oui,Bisannuel,Oui,Carte bancaire,19.25,1103.25,Non
Femme,0,Non,22,Oui,Fibre optique,Oui,Non,Annuel,Oui,Carte bancaire,76,1783.6,Non
Homme,0,Oui,62,Oui,Non,Oui,Oui,Annuel,Non,Virement bancaire,24.8,1476.25,Non
Homme,1,Non,12,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,80.45,950.2,Oui
Homme,0,Non,18,Oui,Fibre optique,Oui,Non,Annuel,Oui,Carte bancaire,89,6.1633,Non
Homme,0,Non,26,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,92.4,2349.8,Non
Homme,0,Non,9,Non,DSL,Oui,Oui,Mensuel,Oui,Cheque papier,70.05,564.4,Non
Femme,0,Non,42,Non,Non,Oui,Non,Annuel,Oui,Cheque papier,20.65,958.1,Non
Homme,0,Oui,52,Oui,Non,Oui,Oui,Bisannuel,Non,Cheque papier,24.8,1229.1,Non
Femme,0,Oui,71,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Virement bancaire,114.6,8100.25,Non
Femme,1,Non,57,Non,DSL,Non,Non,Mensuel,Oui,Cheque electronique,55,3094.05,Non
Homme,0,Oui,40,Oui,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,25.25,1006.9,Non
Femme,1,Non,16,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,84.75,1350.15,Oui
Homme,0,Oui,22,Non,DSL,Oui,Oui,Annuel,Oui,Virement bancaire,67.5,1544.05,Oui
Homme,0,Oui,2,Oui,DSL,Oui,Non,Mensuel,Non,Virement bancaire,60.95,134.6,Non
Homme,1,Non,9,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,84.4,732.5,Oui
Femme,0,Non,20,Non,Non,Oui,Non,Mensuel,Oui,Virement bancaire,19,5.413,Non
Femme,1,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,91.3,91.3,Oui
Homme,0,Non,32,Non,DSL,Oui,Non,Annuel,Oui,Virement bancaire,64.85,2010.95,Non
Homme,0,Non,8,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,45.15,438.4,Oui
Femme,1,Non,64,Non,DSL,Oui,Non,Bisannuel,Oui,Carte bancaire,70,2.4481,Oui
Homme,0,Non,46,Non,DSL,Oui,Non,Mensuel,Oui,Carte bancaire,45.2,2065.15,Non
Femme,0,Non,33,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,95,3008.15,Non
Homme,0,Oui,69,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,99.45,7007.6,Oui
Homme,0,Oui,53,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,92.55,4779.45,Non
Homme,0,Oui,67,Non,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,60.4,3953.7,Non
Femme,0,Non,14,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,20.4,292.4,Non
Homme,0,Oui,41,Non,Non,Oui,Oui,Bisannuel,Oui,Cheque papier,20,879.8,Non
Femme,0,Non,38,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,105,4026.4,Oui
Homme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,49.3,49.3,Non
Femme,0,Non,21,Non,DSL,Oui,Oui,Annuel,Non,Cheque papier,80.9,1714.95,Non
Homme,0,Non,31,Oui,DSL,Oui,Oui,Annuel,Oui,Cheque papier,79,3.2484,Non
Femme,0,Oui,68,Non,DSL,Oui,Oui,Bisannuel,Oui,Carte bancaire,85,5607.75,Non
Homme,0,Oui,42,Oui,DSL,Oui,Oui,Mensuel,Oui,Virement bancaire,69.4,3058.3,Non
Homme,0,Oui,46,Non,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,19.75,856.5,Non
Homme,1,Non,9,Non,Non,Oui,Oui,Annuel,Non,Carte bancaire,19.85,183.15,Non
Homme,1,Oui,22,Non,DSL,Non,Oui,Mensuel,Non,Cheque papier,40.05,880.2,Oui
Homme,0,Oui,70,Non,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,20.35,1458.1,Non
Femme,0,Non,7,Non,Fibre optique,Oui,Non,Annuel,Oui,Cheque papier,94.05,633.45,Non
Femme,0,Non,15,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,19.9,320.45,Non
Femme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,71.35,71.35,Oui
Femme,0,Oui,8,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,20.05,163.6,Non
Homme,0,Oui,61,Non,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,68.05,4158.25,Non
Homme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,44.6,44.6,Non
Homme,0,Non,31,Non,DSL,Oui,Non,Mensuel,Oui,Virement bancaire,72.45,2156.25,Non
Homme,0,Non,61,Non,Fibre optique,Oui,Oui,Mensuel,Non,Carte bancaire,94.15,5731.85,Non
Femme,0,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Virement bancaire,80.45,5737.6,Non
Homme,0,Oui,69,Non,Non,Oui,Oui,Annuel,Oui,Carte bancaire,20.55,1403.1,Non
Femme,0,Oui,43,Non,Non,Oui,Oui,Annuel,Non,Cheque papier,20,817.95,Non
Homme,1,Non,52,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Virement bancaire,105.1,5376.4,Non
Femme,0,Non,18,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,71.1,1247.75,Non
Homme,0,Oui,61,Non,DSL,Non,Oui,Mensuel,Non,Virement bancaire,33.6,2117.2,Non
